SEMANA;FECHA;CIA;#ORDEN ;SOLICITANTE;UNIDAD;VEHICULO;#PLACA;KM ACTUAL;ULT KM;KM RECORRIDOS;DIFERENCIA RECORRIDA;VALOR COMBUST;VALOR RECORRIDO;SOLICITADO ;ABASTECIDO;DIFERENCIA;TOTAL VALOR LPS;OBSERVACION 1;OBSERVACION 2;COMBUSTIBLE ;DENOMINACION ;PROVEEDOR;AUDITADO POR ;MES;AÑO
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;31214;DESPACHOS;P-10;KIA K2700 MANTENIMIENTO;JAI-8478;56646;56646;0;0;85.02;0;10.9;10.9;0;926.718;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;7868;DESPACHOS;P-09;KIA K2700 PROYECTOS;JAI-8475;58962;58962;0;0;85.02;0;3.8;3.8;0;323.076;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;31213;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;218708;218708;0;0;85.02;0;4.8;4.8;0;408.096;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;31183;DESPACHOS;HDV-0120;MITSUBISHI L200 (SEGURIDAD);HDV-0120;191683;191683;0;0;85.02;0;14.5;14;-0.5;1190.28;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;31190;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;119861;119861;0;0;85.02;0;5;4.7;-0.3;399.594;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;31180;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;123152;123152;0;0;85.02;0;14;13.3;-0.7;1130.766;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;7857;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;329042;329042;0;0;85.02;0;14;14;0;1190.28;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;31179;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;254002;254002;0;0;85.02;0;5;3.7;-1.3;314.574;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;7856;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;296791;296791;0;0;85.02;0;14;14;0;1190.28;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;31178;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;374285;374285;0;0;85.02;0;7;6.5;-0.5;552.63;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;7855;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;464112;464112;0;0;85.02;0;15;13.3;-1.7;1130.766;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;7858;DESPACHOS;16;TOYOTA HIACE ;HAE-6278;411344;411344;0;0;85.02;0;13;12.9;-0.1;1096.758;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;23/12/2025;INVERSIONES S&S de R.L;7854;DESPACHOS;14;TOYOTA HIACE ;HAB-4626;449214;449214;0;0;85.02;0;14;9.7;-4.3;824.694;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;11137;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;145567;145567;0;0;85.02;0;47;50.2;3.2;4268.004;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;11136;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;212140;212140;0;0;85.02;0;30;39.6;9.6;3366.792;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;7841;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;213029;213029;0;0;85.02;0;30;32.1;2.1;2729.142;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;11135;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;291072;291072;0;0;85.02;0;9;21;12;1785.42;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;7865;DESPACHOS;C-03;ISUZU FTR (VIEJO);TCH-0089;393860;393860;0;0;85.02;0;29;29;0;2465.58;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;7863;DESPACHOS;P-16;KIA P-16;JAX-8299;12084;12084;0;0;85.02;0;7;7;0;595.14;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;31188;DESPACHOS;P-14;KIA;ene-22;56394;0;56394;4794617.88;85.02;4794617.88;5;5;0;425.1;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;7862;DESPACHOS;P-13;KIA K700 MANTENIMIENTO;ene-03;56102;0;56102;4769792.04;85.02;4769792.04;3.8;3.8;0;323.076;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;31186;DESPACHOS;P-10;KIA K2700 MANTENIMIENTO;JAI-8478;56114;56114;0;0;85.02;0;4.9;4.9;0;416.598;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;7840;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;218305;218305;0;0;85.02;0;15;17;2;1445.34;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;7850;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;122442;122442;0;0;85.02;0;4;4.9;0.9;416.598;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;7864;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;328411;328411;0;0;85.02;0;8.4;8.4;0;714.168;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;31153;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;353251;353251;0;0;85.02;0;14;13.1;-0.9;1113.762;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;7861;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;296237;296237;0;0;85.02;0;13.3;13.3;0;1130.766;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;7851;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;373548;373548;0;0;85.02;0;9;8.7;-0.3;739.674;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;11150;DESPACHOS;21;TOYOTA HIACE ;HDA-0865;145988;145988;0;0;85.02;0;11;13;2;1105.26;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;11149;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;451663;451663;0;0;85.02;0;6;8.8;2.8;748.176;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;7846;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;463209;463209;0;0;85.02;0;9;5.8;-3.2;493.116;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;31184;DESPACHOS;17;TOYOTA HIACE ;HAY-2411;344576;344576;0;0;85.02;0;9.6;9.6;0;816.192;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;22/12/2025;INVERSIONES S&S de R.L;11144;DESPACHOS;16;TOYOTA HIACE ;HAE-6278;410795;410795;0;0;85.02;0;15;13.5;-1.5;1147.77;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;7837;DESPACHOS;C-08;ISUZU FVR (NUEVO);HBB-4505;431639;431639;0;0;87.23;0;45;45;0;3925.35;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;7838;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;211434;211434;0;0;87.23;0;42;42;0;3663.66;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;11113;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;212313;212313;0;0;87.23;0;41;41;0;3576.43;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;11117;DESPACHOS;P-16;KIA P-16;JAX-8299;11590;11590;0;0;87.23;0;6;6;0;523.38;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;11121;DESPACHOS;P-10;KIA K2700 MANTENIMIENTO;JAI-8478;55680;55680;0;0;87.23;0;11;11;0;959.53;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;11111;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;121861;121861;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;7832;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;327655;327655;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;7831;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;295318;295318;0;0;87.23;0;13;13;0;1133.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;11109;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;373163;373163;0;0;87.23;0;13;11.7;-1.3;1020.591;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;11112;DESPACHOS;21;TOYOTA HIACE ;HDA-0865;145774;145774;0;0;87.23;0;6;6;0;523.38;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;11116;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;451401;451401;0;0;87.23;0;15;14.7;-0.3;1282.281;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;7830;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;462505;462505;0;0;87.23;0;13;13;0;1133.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;11106;DESPACHOS;17;TOYOTA HIACE ;HAY-2411;343763;343763;0;0;87.23;0;5;5;0;436.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;7835;DESPACHOS;16;TOYOTA HIACE ;HAE-6278;410330;410330;0;0;87.23;0;2;2;0;174.46;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-52;21/12/2025;INVERSIONES S&S de R.L;7829;DESPACHOS;14;TOYOTA HIACE ;HAB-4626;447924;447924;0;0;87.23;0;5;2.2;-2.8;191.906;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;30593;DESPACHOS;C-08;ISUZU FVR (NUEVO);HBB-4505;430970;430970;0;0;87.23;0;55;47.6;-7.4;4152.148;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;7823;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;144891;144891;0;0;87.23;0;48;47.1;-0.9;4108.533;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;7824;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;289968;289968;0;0;87.23;0;22;22;0;1919.06;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;30594;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;282342;282342;0;0;87.23;0;22;22;0;1919.06;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;30592;DESPACHOS;P-16;KIA P-16;JAX-8299;11313;11313;0;0;87.23;0;11;10.4;-0.6;907.192;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;30586;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;217517;217517;0;0;87.23;0;13;13;0;1133.99;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;30591;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;118173;118173;0;0;87.23;0;14;13.6;-0.4;1186.328;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;7822;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;121163;121163;0;0;87.23;0;15;15;0;1308.45;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;7820;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;326853;326853;0;0;87.23;0;14;13.6;-0.4;1186.328;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;30589;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;35949;35949;0;0;87.23;0;13;13;0;1133.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;7819;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;272298;272298;0;0;87.23;0;6;6;0;523.38;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;30596;DESPACHOS;21;TOYOTA HIACE ;HDA-0865;145472;145472;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;30587;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;461828;461828;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;30590;DESPACHOS;17;TOYOTA HIACE ;HAY-2411;343362;343362;0;0;87.23;0;13;12.8;-0.2;1116.544;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;20/12/2025;INVERSIONES S&S de R.L;7828;DESPACHOS;14;TOYOTA HIACE ;HAB-4626;447584;447584;0;0;87.23;0;11;10;-1;872.3;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;7815;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;144277;144277;0;0;87.23;0;65;65;0;5669.95;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;30572;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;210640;210640;0;0;87.23;0;35;35;0;3053.05;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;30571;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;211258;211258;0;0;87.23;0;25;25;0;2180.75;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;7814;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;289517;289517;0;0;87.23;0;25;25;0;2180.75;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;30573;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;281623;281623;0;0;87.23;0;11;11;0;959.53;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;30569;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;326557;326557;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;7811;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;351465;351465;0;0;87.23;0;13;13;0;1133.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;30568;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;294584;294584;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;7818;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;371952;371952;0;0;87.23;0;13;12;-1;1046.76;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;30567;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;461286;461286;0;0;87.23;0;15;14.8;-0.2;1291.004;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;19/12/2025;INVERSIONES S&S de R.L;7813;DESPACHOS;17;TOYOTA HIACE ;HAY-2411;344679;344679;0;0;87.23;0;15;15;0;1308.45;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;30560;DESPACHOS;C-08;ISUZU FVR (NUEVO);HBB-4505;429954;429954;0;0;87.23;0;37;33.1;-3.9;2887.313;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;30558;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;210769;210769;0;0;87.23;0;38;37;-1;3227.51;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;30559;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;289011;289011;0;0;87.23;0;22;22;0;1919.06;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;7809;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;281435;281435;0;0;87.23;0;22;21.7;-0.3;1892.891;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;30557;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;117319;117319;0;0;87.23;0;6;6;0;523.38;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;7804;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;119881;119881;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;30556;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;325668;325668;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;7803;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;350765;350765;0;0;87.23;0;13;13;0;1133.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;30550;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;294029;294029;0;0;87.23;0;13;12.2;-0.8;1064.206;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;7700;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;371262;371262;0;0;87.23;0;11;11;0;959.53;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;30562;DESPACHOS;21;TOYOTA HIACE ;HDA-0865;145152;145152;0;0;87.23;0;13;13;0;1133.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;30554;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;460805;460805;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;7806;DESPACHOS;17;TOYOTA HIACE ;HAY-2411;342198;342198;0;0;87.23;0;15;15;0;1308.45;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;18/12/2025;INVERSIONES S&S de R.L;30561;DESPACHOS;14;TOYOTA HIACE ;HAB-4626;447217;447217;0;0;87.23;0;5;4.5;-0.5;392.535;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;17/12/2025;INVERSIONES S&S de R.L;7697;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;209809;209809;0;0;87.23;0;40;40;0;3489.2;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
