SEMANA;FECHA;CIA;#ORDEN ;SOLICITANTE;UNIDAD;VEHICULO;#PLACA;KM ACTUAL;ULT KM;KM RECORRIDOS;DIFERENCIA RECORRIDA;VALOR COMBUST;VALOR RECORRIDO;SOLICITADO ;ABASTECIDO;DIFERENCIA;TOTAL VALOR LPS;OBSERVACION 1;OBSERVACION 2;COMBUSTIBLE ;DENOMINACION ;PROVEEDOR;AUDITADO POR ;MES;AÑO
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;11173;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;406311;406311;0;L0.00;L135.45;L0.00;15;14.3;-0.7;1936.935;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;11176;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;328621;328621;0;L0.00;L135.45;L0.00;13;11;-2;1489.95;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;8973;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;390367;390367;0;L0.00;L135.45;L0.00;7;7;0;948.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;8972;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;158521;158521;0;L0.00;L135.45;L0.00;11;10.1;-0.9;1368.045;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;11172;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;311812;311812;0;L0.00;L135.45;L0.00;10;10;0;1354.5;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;11171;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;325012;325012;0;L0.00;L135.45;L0.00;30;30;0;4063.5;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;8975;DESPACHOS;13;TOYOTA HIACE ;HAB-4625;448387;448387;0;L0.00;L135.45;L0.00;8;8;0;1083.6;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;11178;DESPACHOS;P-09;KIA K2700 PROYECTOS;JAI-8475;69944;69944;0;L0.00;L135.45;L0.00;10;10;0;1354.5;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;11179;DESPACHOS;P-13;KIA K700 MANTENIMIENTO;ene-03;74777;59692;15085;L2,043,263.25;L135.45;L2,043,263.25;7;7;0;948.15;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;11158;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;249331;249331;0;L0.00;L135.45;L0.00;10;5.9;-4.1;799.155;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;11159;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;311739;311739;0;L0.00;L135.45;L0.00;25;25;0;3386.25;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;11161;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;134510;134510;0;L0.00;L135.45;L0.00;9;9;0;1219.05;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;8968;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;158134;158134;0;L0.00;L135.45;L0.00;6;6;0;812.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;11162;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;360484;360484;0;L0.00;L135.45;L0.00;3;2.4;-0.6;325.08;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;8969;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;390047;390047;0;L0.00;L135.45;L0.00;7;7;0;948.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;11163;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;328168;328168;0;L0.00;L135.45;L0.00;3;2.4;-0.6;325.08;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;11164;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;415753;415753;0;L0.00;L135.45;L0.00;15;15;0;2031.75;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;11165;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;500721;500721;0;L0.00;L135.45;L0.00;9;9;0;1219.05;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;8966;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;212173;212173;0;L0.00;L135.45;L0.00;7;7;0;948.15;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;22/04/2026;INVERSIONES S&S de R.L;11153;DESPACHOS;13;TOYOTA HIACE ;HAB-4625;448286;448286;0;L0.00;L135.45;L0.00;6;6;0;812.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;21/04/2026;INVERSIONES S&S de R.L;11097;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;242694;242694;0;L0.00;L135.45;L0.00;14;13.8;-0.2;1869.21;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;21/04/2026;INVERSIONES S&S de R.L;8959;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;177021;177021;0;L0.00;L135.45;L0.00;60;60;0;8127;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;21/04/2026;INVERSIONES S&S de R.L;11090;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;324322;324322;0;L0.00;L135.45;L0.00;30;30;0;4063.5;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;21/04/2026;INVERSIONES S&S de R.L;11091;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;299319;299319;0;L0.00;L135.45;L0.00;30;30;0;4063.5;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;21/04/2026;INVERSIONES S&S de R.L;8961;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;157941;157941;0;L0.00;L135.45;L0.00;14;14;0;1896.3;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;21/04/2026;INVERSIONES S&S de R.L;8962;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;360423;360423;0;L0.00;L135.45;L0.00;7;7;0;948.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;21/04/2026;INVERSIONES S&S de R.L;8963;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;389771;389771;0;L0.00;L135.45;L0.00;3;3;0;406.35;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;21/04/2026;INVERSIONES S&S de R.L;11092;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;328097;328097;0;L0.00;L135.45;L0.00;5;4.3;-0.7;582.435;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;21/04/2026;INVERSIONES S&S de R.L;11093;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;405130;405130;0;L0.00;L135.45;L0.00;14;13.4;-0.6;1815.03;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;20/04/2026;INVERSIONES S&S de R.L;11089;DESPACHOS;13;TOYOTA HIACE ;HAB-4625;448100;448100;0;L0.00;L135.45;L0.00;10;10;0;1354.5;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;20/04/2026;INVERSIONES S&S de R.L;11081;DESPACHOS;12;TOYOTA HIACE ;HBT-4799;388719;388719;0;L0.00;L135.45;L0.00;13;13;0;1760.85;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;20/04/2026;INVERSIONES S&S de R.L;11072;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;311218;311218;0;L0.00;L135.45;L0.00;30;30;0;4063.5;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;20/04/2026;INVERSIONES S&S de R.L;8958;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;323496;323496;0;L0.00;L135.45;L0.00;5;5;0;677.25;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;20/04/2026;INVERSIONES S&S de R.L;11073;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;11073;11073;0;L0.00;L135.45;L0.00;9;9;0;1219.05;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;20/04/2026;INVERSIONES S&S de R.L;11074;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;360248;360248;0;L0.00;L135.45;L0.00;5;5;0;677.25;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;20/04/2026;INVERSIONES S&S de R.L;11075;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;327971;327971;0;L0.00;L135.45;L0.00;7;7;0;948.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;20/04/2026;INVERSIONES S&S de R.L;11076;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;404713;404713;0;L0.00;L135.45;L0.00;9;8.3;-0.7;1124.235;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;20/04/2026;INVERSIONES S&S de R.L;11077;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;472702;472702;0;L0.00;L135.45;L0.00;13;12.2;-0.8;1652.49;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;20/04/2026;INVERSIONES S&S de R.L;8957;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;500431;500431;0;L0.00;L135.45;L0.00;7;7;0;948.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;8956;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;212165;212165;0;L0.00;L131.33;L0.00;15;13.8;-1.2;1812.354;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;11062;DESPACHOS;C-08;ISUZU FVR (NUEVO);HBB-4505;455033;455033;0;L0.00;L131.33;L0.00;10;1.9;-8.1;249.527;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;11064;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;323425;323425;0;L0.00;L131.33;L0.00;20;7.5;-12.5;984.975;1    ;EXCESO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;11063;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;248627;248627;0;L0.00;L131.33;L0.00;30;28.4;-1.6;3729.772;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;11065;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;157081;157081;0;L0.00;L131.33;L0.00;6;6;0;787.98;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;11066;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;360055;360055;0;L0.00;L131.33;L0.00;15;15;0;1969.95;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;11067;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;389702;389702;0;L0.00;L131.33;L0.00;14;14;0;1838.62;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;11068;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;327782;327782;0;L0.00;L131.33;L0.00;15;15;0;1969.95;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;8953;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;404453;404453;0;L0.00;L131.33;L0.00;9;9;0;1181.97;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;8954;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;472271;472271;0;L0.00;L131.33;L0.00;13;13.4;0.4;1759.822;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;19/04/2026;INVERSIONES S&S de R.L;8955;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;500211;500211;0;L0.00;L131.33;L0.00;15;15;0;1969.95;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-16;18/04/2026;INVERSIONES S&S de R.L;11044;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;247908;247908;0;L0.00;L131.33;L0.00;5;4.2;-0.8;551.586;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;18/04/2026;INVERSIONES S&S de R.L;11046;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;323317;323317;0;L0.00;L131.33;L0.00;30;25.2;-4.8;3309.516;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;18/04/2026;INVERSIONES S&S de R.L;11053;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;310556;310556;0;L0.00;L131.33;L0.00;30;21.4;-8.6;2810.462;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;18/04/2026;INVERSIONES S&S de R.L;11047;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;156945;156945;0;L0.00;L131.33;L0.00;3;3;0;393.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;18/04/2026;INVERSIONES S&S de R.L;11048;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;359390;359390;0;L0.00;L131.33;L0.00;3;2.7;-0.3;354.591;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;18/04/2026;INVERSIONES S&S de R.L;11049;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;389190;389190;0;L0.00;L131.33;L0.00;2;2;0;262.66;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;18/04/2026;INVERSIONES S&S de R.L;11050;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;327311;327311;0;L0.00;L131.33;L0.00;3;3;0;393.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;18/04/2026;INVERSIONES S&S de R.L;9047;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;471787;471787;0;L0.00;L131.33;L0.00;15;14.3;-0.7;1878.019;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;18/04/2026;INVERSIONES S&S de R.L;9048;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;499639;499639;0;L0.00;L131.33;L0.00;2;2;0;262.66;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;18/04/2026;INVERSIONES S&S de R.L;11051;DESPACHOS;17;TOYOTA HIACE ;HAY-2411;357349;357349;0;L0.00;L131.33;L0.00;8;8;0;1050.64;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;9037;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;175914;175914;0;L0.00;L131.33;L0.00;60;60;0;7879.8;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;11032;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;247907;247907;0;L0.00;L131.33;L0.00;30;21.9;-8.1;2876.127;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;11033;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;322493;322493;0;L0.00;L131.33;L0.00;12;2.8;-9.2;367.724;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;11034;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;310113;310113;0;L0.00;L131.33;L0.00;13;8.7;-4.3;1142.571;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;9042;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;241158;241158;0;L0.00;L131.33;L0.00;15;15;0;1969.95;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;11035;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;156868;156868;0;L0.00;L131.33;L0.00;3;3;0;393.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;11036;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;359335;359335;0;L0.00;L131.33;L0.00;9;9;0;1181.97;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;9038;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;389180;389180;0;L0.00;L131.33;L0.00;2;2;0;262.66;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;9039;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;327124;327124;0;L0.00;L131.33;L0.00;13;11.4;-1.6;1497.162;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;11037;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;404252;404252;0;L0.00;L131.33;L0.00;3;3;0;393.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;17/04/2026;INVERSIONES S&S de R.L;9041;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;499571;499571;0;L0.00;L131.33;L0.00;15;14;-1;1838.62;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;16/04/2026;INVERSIONES S&S de R.L;11019;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;247617;247617;0;L0.00;L131.33;L0.00;30;30;0;3939.9;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;16/04/2026;INVERSIONES S&S de R.L;11020;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;322492;322492;0;L0.00;L131.33;L0.00;15;9.1;-5.9;1195.103;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;16/04/2026;INVERSIONES S&S de R.L;11021;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;156803;156803;0;L0.00;L131.33;L0.00;2;2;0;262.66;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;16/04/2026;INVERSIONES S&S de R.L;9031;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;358997;358997;0;L0.00;L131.33;L0.00;7;7;0;919.31;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;16/04/2026;INVERSIONES S&S de R.L;9033;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;389169;389169;0;L0.00;L131.33;L0.00;5;5;0;656.65;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;16/04/2026;INVERSIONES S&S de R.L;9032;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;326670;326670;0;L0.00;L131.33;L0.00;14;13.4;-0.6;1759.822;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;16/04/2026;INVERSIONES S&S de R.L;11023;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;404102;404102;0;L0.00;L131.33;L0.00;15;15;0;1969.95;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;16/04/2026;INVERSIONES S&S de R.L;9034;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;471137;471137;0;L0.00;L131.33;L0.00;2;2;0;262.66;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;16/04/2026;INVERSIONES S&S de R.L;9030;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;499125;499125;0;L0.00;L131.33;L0.00;2;2;0;262.66;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;16/04/2026;INVERSIONES S&S de R.L;11016;DESPACHOS;13;TOYOTA HIACE ;HAB-4625;447772;447772;0;L0.00;L131.33;L0.00;12;12;0;1575.96;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;ABRIL;2026
SEMANA-16;15/04/2026;INVERSIONES S&S de R.L;11005;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;247074;247074;0;L0.00;L131.33;L0.00;30;30;0;3939.9;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;FELIX PORTILLO;ABRIL;2026
SEMANA-16;15/04/2026;INVERSIONES S&S de R.L;11004;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;322422;322422;0;L0.00;L131.33;L0.00;25;25;0;3283.25;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;FELIX PORTILLO;ABRIL;2026
SEMANA-16;15/04/2026;INVERSIONES S&S de R.L;11003;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;310048;310048;0;L0.00;L131.33;L0.00;20;11.8;-8.2;1549.694;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;FELIX PORTILLO;ABRIL;2026
SEMANA-16;15/04/2026;INVERSIONES S&S de R.L;11008;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;240577;240577;0;L0.00;L131.33;L0.00;12;12;0;1575.96;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;FELIX PORTILLO;ABRIL;2026
SEMANA-16;15/04/2026;INVERSIONES S&S de R.L;11002;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;156736;156736;0;L0.00;L131.33;L0.00;9;9;0;1181.97;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;FELIX PORTILLO;ABRIL;2026
